Retailer,Invoice Date,Price per Unit,Units Sold,Total Sales,Operating Profit,Month,Day,profit_percentage,Competitor Price,Week,lag_price,lag_avg_price,E_d,Region_Midwest,Region_Northeast,Region_South,Region_Southeast,Region_West,State_Alabama,State_Connecticut,State_Florida,State_Georgia,State_Hawaii,State_Idaho,State_Illinois,State_Maryland,State_Massachusetts,State_Michigan,State_Mississippi,State_Montana,State_Nebraska,State_New Jersey,State_New Mexico,State_New York,State_North Carolina,State_North Dakota,State_Rhode Island,State_South Carolina,State_South Dakota,State_Tennessee,State_Texas,State_Virginia,City_Albuquerque,City_Atlanta,City_Baltimore,City_Billings,City_Birmingham,City_Boise,City_Boston,City_Charleston,City_Charlotte,City_Chicago,City_Dallas,City_Detroit,City_Fargo,City_Hartford,City_Honolulu,City_Houston,City_Jackson,City_Knoxville,City_Miami,City_New York,City_Newark,City_Omaha,City_Orlando,City_Providence,City_Richmond,City_Sioux Falls,Product_Men's Apparel,Product_Men's Athletic Footwear,Product_Men's Street Footwear,Product_Women's Apparel,Product_Women's Athletic Footwear,Product_Women's Street Footwear,Year_2020,Year_2021,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Sales Method_In-store,Sales Method_Online,Sales Method_Outlet
Sports Direct,2021-01-13,27.0,140,3780.0,0.004922607046470959,January,13,5.0,0.4719512195121952,2,27.0,0.39082329970712654,0.8684330152048547,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-01-13,39.0,135,5265.0,0.007099778676209277,January,13,5.0,0.4719512195121952,2,27.0,0.39082329970712654,0.8684330152048547,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-01-13,40.0,450,18000.0,0.21050038881206481,January,13,40.0,0.4719512195121952,2,39.0,0.39082329970712654,0.8684330152048547,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-01-17,48.0,123,5904.0,0.006305440905844145,January,17,4.0,0.3423344947735192,2,40.0,0.39082329970712654,0.8619091646579276,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-01-17,28.0,88,2464.0,0.0015482109367028034,January,17,3.0,0.3423344947735192,2,48.0,0.39082329970712654,0.8619091646579276,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-01-17,38.0,68,2584.0,0.002411455822621942,January,17,4.0,0.3423344947735192,2,28.0,0.39082329970712654,0.8619091646579276,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-01-17,50.0,425,21250.0,0.15515478004262273,January,17,25.0,0.3423344947735192,2,38.0,0.39082329970712654,0.8619091646579276,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-01-17,40.0,250,10000.0,0.08734724611979636,January,17,30.0,0.3423344947735192,2,50.0,0.39082329970712654,0.8619091646579276,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
Sports Direct,2021-01-19,28.0,187,5236.0,0.007057261519803613,January,19,5.0,0.6280487804878049,3,28.0,0.1981776765375854,0.861271999413116,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-01-19,34.0,154,5236.0,0.007057261519803613,January,19,5.0,0.6280487804878049,3,28.0,0.1981776765375854,0.861271999413116,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-01-19,35.0,550,19250.0,0.22516147722781107,January,19,40.0,0.6280487804878049,3,34.0,0.1981776765375854,0.861271999413116,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
Sports Direct,2021-01-23,18.0,135,2430.0,0.0022308312133399485,January,23,4.0,0.23983739837398377,3,35.0,0.1981776765375854,0.861397236217021,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-01-23,25.0,131,3275.0,0.0032219207902443947,January,23,4.0,0.23983739837398377,3,18.0,0.1981776765375854,0.861397236217021,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-01-23,25.0,450,11250.0,0.11483678689932056,January,23,35.0,0.23983739837398377,3,25.0,0.1981776765375854,0.861397236217021,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-04,34.0,188,6392.0,0.00875208334066388,February,4,5.0,0.2703252032520326,5,34.0,0.35003796507213364,0.8612502858360118,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-04,35.0,625,21875.0,0.22387863199143324,February,4,35.0,0.2703252032520326,5,34.0,0.35003796507213364,0.8612502858360118,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-05,40.0,200,8000.0,0.09321168148609485,February,5,40.0,0.4597560975609757,5,35.0,0.35003796507213364,0.8589617021927309,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
Sports Direct,2021-02-05,37.0,54,1998.0,0.0023100010907849784,February,5,5.0,0.4597560975609757,5,40.0,0.35003796507213364,0.8589617021927309,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-09,35.0,175,6125.0,0.05326021555318633,February,9,30.0,0.5487804878048781,6,35.0,0.2938496583143508,0.8615466340088884,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-09,34.0,51,1734.0,0.0014145018103511975,February,9,4.0,0.5487804878048781,6,35.0,0.2938496583143508,0.8615466340088884,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-13,27.0,124,3348.0,0.004289248026910722,February,13,5.0,0.2957317073170732,6,34.0,0.2938496583143508,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-02-13,37.0,112,4144.0,0.006671381672701171,February,13,6.0,0.12195121951219513,6,27.0,0.2938496583143508,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-13,40.0,400,16000.0,0.18704264734687082,February,13,40.0,0.2957317073170732,6,37.0,0.2938496583143508,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-15,40.0,150,6000.0,0.05216063392200536,February,15,30.0,0.41768292682926833,7,40.0,0.316628701594533,0.8564143347141961,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
Sports Direct,2021-02-15,31.0,53,1643.0,0.0013077690866845652,February,15,4.0,0.41768292682926833,7,40.0,0.316628701594533,0.8564143347141961,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-02-15,38.0,41,1558.0,0.0012080736854574907,February,15,4.0,0.41768292682926833,7,31.0,0.316628701594533,0.8564143347141961,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-17,27.0,153,4131.0,0.005437211249863653,February,17,5.0,0.35975609756097565,7,38.0,0.316628701594533,0.8837420400368139,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-02-17,33.0,117,3861.0,0.005041361862638504,February,17,5.0,0.35975609756097565,7,27.0,0.316628701594533,0.8837420400368139,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-17,49.0,111,5439.0,0.004165215218913508,February,17,3.0,0.35975609756097565,7,33.0,0.316628701594533,0.8837420400368139,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-17,35.0,450,15750.0,0.18411042966372157,February,17,40.0,0.35975609756097565,7,49.0,0.316628701594533,0.8837420400368139,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
Sports Direct,2021-02-17,50.0,425,21250.0,0.15515478004262273,February,17,25.0,0.35975609756097565,7,35.0,0.316628701594533,0.8837420400368139,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-02-21,25.0,350,8750.0,0.08917988217176463,February,21,35.0,0.2841463414634146,7,50.0,0.316628701594533,0.8616227634588892,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-21,17.0,112,1904.0,0.0016138926128053464,February,21,4.0,0.2841463414634146,7,25.0,0.316628701594533,0.8616227634588892,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-02-21,24.0,105,2520.0,0.0023363910499333215,February,21,4.0,0.2841463414634146,7,17.0,0.316628701594533,0.8616227634588892,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-03-02,29.0,150,4350.0,0.005758289086168495,March,2,5.0,0.12195121951219513,9,29.0,0.2847380410022779,0.8615043787145159,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
Sports Direct,2021-03-02,30.0,600,18000.0,0.18411042966372157,March,2,35.0,0.12195121951219513,9,29.0,0.2847380410022779,0.8615043787145159,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
Sports Direct,2021-03-03,40.0,225,9000.0,0.10494055221869185,March,3,40.0,0.4375,9,30.0,0.2847380410022779,0.8603406210519053,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
Sports Direct,2021-03-03,32.0,68,2176.0,0.0025709684645852616,March,3,5.0,0.3423344947735192,9,40.0,0.2847380410022779,0.8603406210519053,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
Sports Direct,2021-03-03,38.0,56,2128.0,0.0025005952401896798,March,3,5.0,0.5274390243902439,9,32.0,0.2847380410022779,0.8603406210519053,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
Sports Direct,2021-03-08,30.0,200,6000.0,0.05216063392200536,March,8,30.0,0.426829268292683,10,30.0,0.33586433814224254,0.8615871817873332,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
Sports Direct,2021-03-08,27.0,58,1566.0,0.0012174567820435684,March,8,4.0,0.426829268292683,10,30.0,0.33586433814224254,0.8615871817873332,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
Sports Direct,2021-03-11,29.0,182,5278.0,0.007118838091149748,March,11,5.0,0.3536585365853659,10,27.0,0.33586433814224254,0.8866400238219824,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
Sports Direct,2021-03-11,30.0,700,21000.0,0.21489871533678867,March,11,35.0,0.3536585365853659,10,29.0,0.33586433814224254,0.8866400238219824,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
Sports Direct,2021-03-12,37.0,113,4181.0,0.004284556478617683,March,12,4.0,0.12195121951219513,10,30.0,0.33586433814224254,0.8609100707957122,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
Sports Direct,2021-03-12,46.0,101,4646.0,0.006192257303274585,March,12,5.0,0.12195121951219513,10,37.0,0.33586433814224254,0.8609100707957122,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
Sports Direct,2021-03-12,50.0,375,18750.0,0.21929704186151255,March,12,40.0,0.12195121951219513,10,46.0,0.33586433814224254,0.8609100707957122,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
Sports Direct,2021-03-13,40.0,175,7000.0,0.060957286971453105,March,13,30.0,0.3658536585365854,10,50.0,0.33586433814224254,0.86221880921326,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
Sports Direct,2021-03-13,31.0,61,1891.0,0.0010441627169694473,March,13,3.0,0.3658536585365854,10,40.0,0.33586433814224254,0.86221880921326,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
Sports Direct,2021-03-13,38.0,47,1786.0,0.0014754919381607021,March,13,4.0,0.3658536585365854,10,31.0,0.33586433814224254,0.86221880921326,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
Sports Direct,2021-03-15,32.0,126,4032.0,0.0052920664745477655,March,15,5.0,0.23983739837398377,11,32.0,0.429873088187439,0.8562455404636063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
Sports Direct,2021-03-15,35.0,450,15750.0,0.18411042966372157,March,15,40.0,0.35975609756097565,11,32.0,0.429873088187439,0.8562455404636063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
Sports Direct,2021-03-16,44.0,124,5456.0,0.00418016952909757,March,16,3.0,0.2957317073170732,11,35.0,0.429873088187439,0.8612046896949711,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
Sports Direct,2021-03-16,58.0,100,5800.0,0.006183460650225137,March,16,4.0,0.2957317073170732,11,44.0,0.429873088187439,0.8612046896949711,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
Sports Direct,2021-03-16,60.0,400,24000.0,0.17531377661427383,March,16,25.0,0.2957317073170732,11,58.0,0.429873088187439,0.8612046896949711,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
Sports Direct,2021-03-17,23.0,219,5037.0,0.005288547813327986,March,17,4.0,0.38170731707317074,11,60.0,0.429873088187439,0.8606122106258954,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
Sports Direct,2021-03-17,33.0,181,5973.0,0.008137783736044112,March,17,5.0,0.38170731707317074,11,23.0,0.429873088187439,0.8606122106258954,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
Sports Direct,2021-03-17,35.0,625,21875.0,0.22387863199143324,March,17,35.0,0.38170731707317074,11,33.0,0.429873088187439,0.8606122106258954,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
Sports Direct,2021-03-23,31.0,195,6045.0,0.008243343572637485,March,23,5.0,0.4227642276422764,12,31.0,0.3075170842824601,0.8611215151193433,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
Sports Direct,2021-03-23,37.0,163,6031.0,0.00822281804885544,March,23,5.0,0.4227642276422764,12,31.0,0.3075170842824601,0.8611215151193433,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
Sports Direct,2021-03-23,40.0,650,26000.0,0.3043313546728408,March,23,40.0,0.4227642276422764,12,37.0,0.3075170842824601,0.8611215151193433,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
Sports Direct,2021-03-29,17.0,203,3451.0,0.003428348915138102,March,29,4.0,0.426829268292683,13,17.0,0.1890660592255125,0.8611109532003078,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
Sports Direct,2021-03-29,24.0,176,4224.0,0.005573559372130093,March,29,5.0,0.3658536585365854,13,17.0,0.1890660592255125,0.8611109532003078,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
